COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Sacramento,2017.00,Age groups,65+ years,65+ years,627.00,30.30,
San Benito,2017.00,Age groups,65+ years,65+ years,27.00,36.40,
San Bernardino,2017.00,Age groups,65+ years,65+ years,614.00,24.60,
San Diego,2017.00,Age groups,65+ years,65+ years,835.00,17.60,
San Francisco,2017.00,Age groups,65+ years,65+ years,314.00,22.10,
San Joaquin,2017.00,Age groups,65+ years,65+ years,294.00,31.20,
San Luis Obispo,2017.00,Age groups,65+ years,65+ years,78.00,13.80,
San Mateo,2017.00,Age groups,65+ years,65+ years,315.00,24.50,
Santa Barbara,2017.00,Age groups,65+ years,65+ years,143.00,22.00,
Santa Clara,2017.00,Age groups,65+ years,65+ years,574.00,21.40,
Santa Cruz,2017.00,Age groups,65+ years,65+ years,54.00,12.70,
Shasta,2017.00,Age groups,65+ years,65+ years,51.00,13.80,
Sierra,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017.00,Age groups,65+ years,65+ years,12.00,11.60,
Solano,2017.00,Age groups,65+ years,65+ years,309.00,44.50,
Sonoma,2017.00,Age groups,65+ years,65+ years,268.00,27.40,
Stanislaus,2017.00,Age groups,65+ years,65+ years,179.00,25.60,
Sutter,2017.00,Age groups,65+ years,65+ years,21.00,14.10,
Tehama,2017.00,Age groups,65+ years,65+ years,21.00,17.20,
Trinity,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Age groups,65+ years,65+ years,100.00,18.80,
Tuolumne,2017.00,Age groups,65+ years,65+ years,35.00,23.30,
Ventura,2017.00,Age groups,65+ years,65+ years,232.00,18.40,
Yolo,2017.00,Age groups,65+ years,65+ years,102.00,39.30,
Yuba,2017.00,Age groups,65+ years,65+ years,34.00,35.80,
California,2017.00,Race/ethnicity,White,All ages,46961.00,35.60,
Alameda,2017.00,Race/ethnicity,White,All ages,1466.00,28.40,
Alpine,2017.00,Race/ethnicity,White,All ages,0.00,0.00,
Amador,2017.00,Race/ethnicity,White,All ages,125.00,52.90,
Butte,2017.00,Race/ethnicity,White,All ages,664.00,48.00,
Calaveras,2017.00,Race/ethnicity,White,All ages,167.00,61.20,
Colusa,2017.00,Race/ethnicity,White,All ages,12.00,22.80,
Contra Costa,2017.00,Race/ethnicity,White,All ages,1625.00,36.20,
Del Norte,2017.00,Race/ethnicity,White,All ages,109.00,84.60,
El Dorado,2017.00,Race/ethnicity,White,All ages,445.00,37.80,
Fresno,2017.00,Race/ethnicity,White,All ages,1791.00,73.60,
Glenn,2017.00,Race/ethnicity,White,All ages,72.00,49.20,
Humboldt,2017.00,Race/ethnicity,White,All ages,614.00,68.40,
Imperial,2017.00,Race/ethnicity,White,All ages,123.00,70.30,
Inyo,2017.00,Race/ethnicity,White,All ages,63.00,77.60,
Kern,2017.00,Race/ethnicity,White,All ages,1229.00,44.50,
Kings,2017.00,Race/ethnicity,White,All ages,315.00,71.20,
Lake,2017.00,Race/ethnicity,White,All ages,319.00,78.90,
Lassen,2017.00,Race/ethnicity,White,All ages,102.00,55.60,
Los Angeles,2017.00,Race/ethnicity,White,All ages,7271.00,29.70,
Madera,2017.00,Race/ethnicity,White,All ages,211.00,51.60,
Marin,2017.00,Race/ethnicity,White,All ages,312.00,18.40,
Mariposa,2017.00,Race/ethnicity,White,All ages,48.00,46.40,
Mendocino,2017.00,Race/ethnicity,White,All ages,365.00,82.50,
Merced,2017.00,Race/ethnicity,White,All ages,483.00,75.00,
Modoc,2017.00,Race/ethnicity,White,All ages,39.00,73.00,
Mono,2017.00,Race/ethnicity,White,All ages,17.00,24.70,
Monterey,2017.00,Race/ethnicity,White,All ages,450.00,38.10,
Napa,2017.00,Race/ethnicity,White,All ages,277.00,45.70,
Nevada,2017.00,Race/ethnicity,White,All ages,260.00,41.60,
Orange,2017.00,Race/ethnicity,White,All ages,3318.00,28.90,
Placer,2017.00,Race/ethnicity,White,All ages,847.00,34.90,
Plumas,2017.00,Race/ethnicity,White,All ages,68.00,63.30,
Riverside,2017.00,Race/ethnicity,White,All ages,3021.00,41.10,
Sacramento,2017.00,Race/ethnicity,White,All ages,2947.00,47.10,
San Benito,2017.00,Race/ethnicity,White,All ages,93.00,56.50,
San Bernardino,2017.00,Race/ethnicity,White,All ages,2500.00,45.90,
San Diego,2017.00,Race/ethnicity,White,All ages,3039.00,21.70,
San Francisco,2017.00,Race/ethnicity,White,All ages,798.00,24.80,
San Joaquin,2017.00,Race/ethnicity,White,All ages,1141.00,54.90,
San Luis Obispo,2017.00,Race/ethnicity,White,All ages,481.00,30.90,
San Mateo,2017.00,Race/ethnicity,White,All ages,676.00,23.30,
Santa Barbara,2017.00,Race/ethnicity,White,All ages,535.00,31.00,
Santa Clara,2017.00,Race/ethnicity,White,All ages,1410.00,23.70,
Santa Cruz,2017.00,Race/ethnicity,White,All ages,377.00,27.30,
Shasta,2017.00,Race/ethnicity,White,All ages,565.00,46.80,
Sierra,2017.00,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017.00,Race/ethnicity,White,All ages,121.00,43.70,
Solano,2017.00,Race/ethnicity,White,All ages,1050.00,71.40,
Sonoma,2017.00,Race/ethnicity,White,All ages,1093.00,39.00,
Stanislaus,2017.00,Race/ethnicity,White,All ages,1175.00,58.10,
Sutter,2017.00,Race/ethnicity,White,All ages,115.00,29.60,
Tehama,2017.00,Race/ethnicity,White,All ages,209.00,57.70,
Trinity,2017.00,Race/ethnicity,White,All ages,44.00,48.90,
Tulare,2017.00,Race/ethnicity,White,All ages,344.00,31.30,
Tuolumne,2017.00,Race/ethnicity,White,All ages,215.00,62.70,
Ventura,2017.00,Race/ethnicity,White,All ages,1178.00,35.90,
Yolo,2017.00,Race/ethnicity,White,All ages,364.00,40.50,
Yuba,2017.00,Race/ethnicity,White,All ages,211.00,51.50,
California,2017.00,Race/ethnicity,Black,All ages,36416.00,168.00,
Alameda,2017.00,Race/ethnicity,Black,All ages,3564.00,202.80,
Alpine,2017.00,Race/ethnicity,Black,All ages,0.00,0.00,
Amador,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017.00,Race/ethnicity,Black,All ages,68.00,192.30,
Calaveras,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2017.00,Race/ethnicity,Black,All ages,2136.00,216.30,
Del Norte,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017.00,Race/ethnicity,Black,All ages,27.00,206.50,
Fresno,2017.00,Race/ethnicity,Black,All ages,792.00,156.30,
Glenn,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017.00,Race/ethnicity,Black,All ages,54.00,370.40,
Imperial,2017.00,Race/ethnicity,Black,All ages,31.00,145.40,
Inyo,2017.00,Race/ethnicity,Black,All ages,0.00,0.00,
Kern,2017.00,Race/ethnicity,Black,All ages,952.00,184.50,
Kings,2017.00,Race/ethnicity,Black,All ages,156.00,208.60,
Lake,2017.00,Race/ethnicity,Black,All ages,35.00,381.20,
Lassen,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017.00,Race/ethnicity,Black,All ages,12350.00,162.30,
Madera,2017.00,Race/ethnicity,Black,All ages,62.00,199.00,
Marin,2017.00,Race/ethnicity,Black,All ages,69.00,113.10,
Mariposa,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017.00,Race/ethnicity,Black,All ages,18.00,328.60,
Merced,2017.00,Race/ethnicity,Black,All ages,226.00,252.90,
Modoc,2017.00,Race/ethnicity,Black,All ages,0.00,0.00,
Mono,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017.00,Race/ethnicity,Black,All ages,107.00,111.80,
Napa,2017.00,Race/ethnicity,Black,All ages,24.00,115.60,
Nevada,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2017.00,Race/ethnicity,Black,All ages,579.00,124.70,
Placer,2017.00,Race/ethnicity,Black,All ages,68.00,150.90,
Plumas,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017.00,Race/ethnicity,Black,All ages,1969.00,141.00,
Sacramento,2017.00,Race/ethnicity,Black,All ages,3427.00,221.40,
San Benito,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2017.00,Race/ethnicity,Black,All ages,2594.00,135.60,
San Diego,2017.00,Race/ethnicity,Black,All ages,1689.00,113.70,
San Francisco,2017.00,Race/ethnicity,Black,All ages,1017.00,257.80,
San Joaquin,2017.00,Race/ethnicity,Black,All ages,1239.00,225.00,
San Luis Obispo,2017.00,Race/ethnicity,Black,All ages,40.00,106.10,
San Mateo,2017.00,Race/ethnicity,Black,All ages,140.00,82.60,
Santa Barbara,2017.00,Race/ethnicity,Black,All ages,81.00,118.10,
Santa Clara,2017.00,Race/ethnicity,Black,All ages,506.00,112.80,
Santa Cruz,2017.00,Race/ethnicity,Black,All ages,17.00,66.20,
Shasta,2017.00,Race/ethnicity,Black,All ages,30.00,192.80,
Sierra,2017.00,Race/ethnicity,Black,All ages,0.00,0.00,
Siskiyou,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2017.00,Race/ethnicity,Black,All ages,1425.00,242.80,
Sonoma,2017.00,Race/ethnicity,Black,All ages,113.00,164.70,
Stanislaus,2017.00,Race/ethnicity,Black,All ages,320.00,216.10,
Sutter,2017.00,Race/ethnicity,Black,All ages,43.00,263.00,
Tehama,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Race/ethnicity,Black,All ages,58.00,109.40,
Tuolumne,2017.00,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2017.00,Race/ethnicity,Black,All ages,124.00,101.40,
Yolo,2017.00,Race/ethnicity,Black,All ages,95.00,180.30,
Yuba,2017.00,Race/ethnicity,Black,All ages,43.00,206.80,
California,2017.00,Race/ethnicity,Hispanic,All ages,75479.00,45.80,
Alameda,2017.00,Race/ethnicity,Hispanic,All ages,2098.00,53.00,
Alpine,2017.00,Race/ethnicity,Hispanic,All ages,0.00,0.00,
Amador,2017.00,Race/ethnicity,Hispanic,All ages,28.00,58.70,
Butte,2017.00,Race/ethnicity,Hispanic,All ages,133.00,34.80,
Calaveras,2017.00,Race/ethnicity,Hispanic,All ages,11.00,,Rate not available due to statistical instability
Colusa,2017.00,Race/ethnicity,Hispanic,All ages,42.00,25.90,
Contra Costa,2017.00,Race/ethnicity,Hispanic,All ages,2027.00,66.90,
Del Norte,2017.00,Race/ethnicity,Hispanic,All ages,16.00,29.60,
El Dorado,2017.00,Race/ethnicity,Hispanic,All ages,97.00,37.90,
Fresno,2017.00,Race/ethnicity,Hispanic,All ages,4818.00,80.50,
Glenn,2017.00,Race/ethnicity,Hispanic,All ages,41.00,34.20,
Humboldt,2017.00,Race/ethnicity,Hispanic,All ages,84.00,47.30,
Imperial,2017.00,Race/ethnicity,Hispanic,All ages,1129.00,66.00,
Inyo,2017.00,Race/ethnicity,Hispanic,All ages,27.00,57.70,
Kern,2017.00,Race/ethnicity,Hispanic,All ages,2403.00,45.60,
Kings,2017.00,Race/ethnicity,Hispanic,All ages,577.00,60.90,
Lake,2017.00,Race/ethnicity,Hispanic,All ages,93.00,72.10,
Lassen,2017.00,Race/ethnicity,Hispanic,All ages,14.00,35.80,
Los Angeles,2017.00,Race/ethnicity,Hispanic,All ages,24959.00,48.50,
Madera,2017.00,Race/ethnicity,Hispanic,All ages,680.00,65.70,
Marin,2017.00,Race/ethnicity,Hispanic,All ages,144.00,31.20,
Mariposa,2017.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017.00,Race/ethnicity,Hispanic,All ages,127.00,52.10,
Merced,2017.00,Race/ethnicity,Hispanic,All ages,1258.00,72.50,
Modoc,2017.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017.00,Race/ethnicity,Hispanic,All ages,14.00,34.80,
Monterey,2017.00,Race/ethnicity,Hispanic,All ages,1210.00,43.50,
Napa,2017.00,Race/ethnicity,Hispanic,All ages,187.00,38.80,
Nevada,2017.00,Race/ethnicity,Hispanic,All ages,32.00,31.90,
Orange,2017.00,Race/ethnicity,Hispanic,All ages,3846.00,32.40,
Placer,2017.00,Race/ethnicity,Hispanic,All ages,163.00,29.50,
Plumas,2017.00,Race/ethnicity,Hispanic,All ages,11.00,,Rate not available due to statistical instability
Riverside,2017.00,Race/ethnicity,Hispanic,All ages,4365.00,36.50,
Sacramento,2017.00,Race/ethnicity,Hispanic,All ages,2305.00,61.60,
San Benito,2017.00,Race/ethnicity,Hispanic,All ages,237.00,67.40,
San Bernardino,2017.00,Race/ethnicity,Hispanic,All ages,5105.00,42.00,
San Diego,2017.00,Race/ethnicity,Hispanic,All ages,4114.00,32.80,
San Francisco,2017.00,Race/ethnicity,Hispanic,All ages,728.00,56.10,
San Joaquin,2017.00,Race/ethnicity,Hispanic,All ages,1738.00,52.50,
San Luis Obispo,2017.00,Race/ethnicity,Hispanic,All ages,203.00,28.90,
San Mateo,2017.00,Race/ethnicity,Hispanic,All ages,943.00,47.30,
Santa Barbara,2017.00,Race/ethnicity,Hispanic,All ages,742.00,32.80,
Santa Clara,2017.00,Race/ethnicity,Hispanic,All ages,2485.00,45.40,
Santa Cruz,2017.00,Race/ethnicity,Hispanic,All ages,340.00,32.40,
Shasta,2017.00,Race/ethnicity,Hispanic,All ages,48.00,25.60,
Sierra,2017.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017.00,Race/ethnicity,Hispanic,All ages,12.00,21.00,
Solano,2017.00,Race/ethnicity,Hispanic,All ages,808.00,67.30,
Sonoma,2017.00,Race/ethnicity,Hispanic,All ages,584.00,42.20,
Stanislaus,2017.00,Race/ethnicity,Hispanic,All ages,1378.00,51.10,
Sutter,2017.00,Race/ethnicity,Hispanic,All ages,89.00,27.60,
Tehama,2017.00,Race/ethnicity,Hispanic,All ages,102.00,58.60,
Trinity,2017.00,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Race/ethnicity,Hispanic,All ages,1034.00,29.80,
Tuolumne,2017.00,Race/ethnicity,Hispanic,All ages,20.00,30.70,
Ventura,2017.00,Race/ethnicity,Hispanic,All ages,1373.00,34.80,
Yolo,2017.00,Race/ethnicity,Hispanic,All ages,328.00,45.20,
Yuba,2017.00,Race/ethnicity,Hispanic,All ages,83.00,38.90,
California,2017.00,Race/ethnicity,Asian/PI,All ages,10945.00,21.20,
Alameda,2017.00,Race/ethnicity,Asian/PI,All ages,1112.00,25.20,
Alpine,2017.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Amador,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017.00,Race/ethnicity,Asian/PI,All ages,21.00,25.40,
Calaveras,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Contra Costa,2017.00,Race/ethnicity,Asian/PI,All ages,579.00,34.00,
Del Norte,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017.00,Race/ethnicity,Asian/PI,All ages,21.00,34.10,
Fresno,2017.00,Race/ethnicity,Asian/PI,All ages,208.00,21.50,
Glenn,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017.00,Race/ethnicity,Asian/PI,All ages,14.00,38.50,
Imperial,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2017.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Kern,2017.00,Race/ethnicity,Asian/PI,All ages,98.00,28.30,
Kings,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017.00,Race/ethnicity,Asian/PI,All ages,2515.00,18.60,
Madera,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2017.00,Race/ethnicity,Asian/PI,All ages,18.00,12.20,
Mariposa,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2017.00,Race/ethnicity,Asian/PI,All ages,54.00,29.60,
Modoc,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017.00,Race/ethnicity,Asian/PI,All ages,67.00,30.80,
Napa,2017.00,Race/ethnicity,Asian/PI,All ages,38.00,36.00,
Nevada,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2017.00,Race/ethnicity,Asian/PI,All ages,792.00,13.70,
Placer,2017.00,Race/ethnicity,Asian/PI,All ages,61.00,25.60,
Plumas,2017.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Riverside,2017.00,Race/ethnicity,Asian/PI,All ages,249.00,18.00,
Sacramento,2017.00,Race/ethnicity,Asian/PI,All ages,957.00,41.40,
San Benito,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2017.00,Race/ethnicity,Asian/PI,All ages,244.00,17.30,
San Diego,2017.00,Race/ethnicity,Asian/PI,All ages,733.00,21.20,
San Francisco,2017.00,Race/ethnicity,Asian/PI,All ages,476.00,20.60,
San Joaquin,2017.00,Race/ethnicity,Asian/PI,All ages,412.00,38.00,
San Luis Obispo,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2017.00,Race/ethnicity,Asian/PI,All ages,456.00,24.20,
Santa Barbara,2017.00,Race/ethnicity,Asian/PI,All ages,32.00,16.50,
Santa Clara,2017.00,Race/ethnicity,Asian/PI,All ages,939.00,14.70,
Santa Cruz,2017.00,Race/ethnicity,Asian/PI,All ages,12.00,14.40,
Shasta,2017.00,Race/ethnicity,Asian/PI,All ages,23.00,52.50,
Sierra,2017.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Siskiyou,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2017.00,Race/ethnicity,Asian/PI,All ages,429.00,70.80,
Sonoma,2017.00,Race/ethnicity,Asian/PI,All ages,61.00,36.90,
Stanislaus,2017.00,Race/ethnicity,Asian/PI,All ages,66.00,21.30,
Sutter,2017.00,Race/ethnicity,Asian/PI,All ages,30.00,20.50,
Tehama,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2017.00,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Race/ethnicity,Asian/PI,All ages,22.00,17.20,
Tuolumne,2017.00,Race/ethnicity,Asian/PI,All ages,0.00,0.00,
Ventura,2017.00,Race/ethnicity,Asian/PI,All ages,67.00,12.30,
Yolo,2017.00,Race/ethnicity,Asian/PI,All ages,51.00,60.50,
Yuba,2017.00,Race/ethnicity,Asian/PI,All ages,14.00,33.80,
California,2017.00,Race/ethnicity,AI/AN,All ages,734.00,46.10,
Alameda,2017.00,Race/ethnicity,AI/AN,All ages,36.00,75.00,
Alpine,2017.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Amador,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Contra Costa,2017.00,Race/ethnicity,AI/AN,All ages,33.00,125.50,
Del Norte,2017.00,Race/ethnicity,AI/AN,All ages,16.00,93.10,
El Dorado,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2017.00,Race/ethnicity,AI/AN,All ages,17.00,28.20,
Glenn,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017.00,Race/ethnicity,AI/AN,All ages,24.00,31.10,
Imperial,2017.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Inyo,2017.00,Race/ethnicity,AI/AN,All ages,20.00,121.90,
Kern,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2017.00,Race/ethnicity,AI/AN,All ages,15.00,86.40,
Lassen,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017.00,Race/ethnicity,AI/AN,All ages,57.00,29.80,
Madera,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017.00,Race/ethnicity,AI/AN,All ages,30.00,87.20,
Merced,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Monterey,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2017.00,Race/ethnicity,AI/AN,All ages,12.00,25.30,
Placer,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017.00,Race/ethnicity,AI/AN,All ages,45.00,42.80,
Sacramento,2017.00,Race/ethnicity,AI/AN,All ages,42.00,50.50,
San Benito,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2017.00,Race/ethnicity,AI/AN,All ages,151.00,182.60,
San Diego,2017.00,Race/ethnicity,AI/AN,All ages,44.00,30.90,
San Francisco,2017.00,Race/ethnicity,AI/AN,All ages,27.00,211.50,
San Joaquin,2017.00,Race/ethnicity,AI/AN,All ages,16.00,45.50,
San Luis Obispo,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Barbara,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Cruz,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2017.00,Race/ethnicity,AI/AN,All ages,18.00,46.70,
Sierra,2017.00,Race/ethnicity,AI/AN,All ages,0.00,0.00,
Siskiyou,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2017.00,Race/ethnicity,AI/AN,All ages,11.00,,Rate not available due to statistical instability
Sonoma,2017.00,Race/ethnicity,AI/AN,All ages,23.00,60.10,
Stanislaus,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sutter,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2017.00,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
